City,Location,Carpet Area,Built-up Area,Super Built-up Area,BHK,Bathrooms,Balcony,Parking,Floor,Total Floors,Property Age,Facing,Property Type,Furnishing,Power Backup,Lift,Security,Swimming Pool,Gym,Garden,Nearby Metro,Nearby Hospital,Nearby School,Nearby Mall,Road Width,Corner Property,East Facing,Latitude,Longitude,Price
Delhi,South Delhi,2044,2452,3065,5,5,2,0,23,30,20,North,Apartment,Fully Furnished,1,1,0,1,0,1,1,1,1,1,30,1,0,28.6503,77.2016,76797712
Vijayawada,Patamata,1278,1533,1916,3,3,1,1,2,4,20,West,Apartment,Fully Furnished,1,1,1,0,0,1,1,1,1,0,30,0,0,16.4587,80.6526,14849038
Lucknow,Charbagh,1263,1515,1893,3,2,3,0,1,2,10,West,Villa,Fully Furnished,1,0,1,0,0,0,1,1,1,1,60,0,0,26.8275,81.0684,11372317
Ahmedabad,SG Highway,820,984,1230,2,2,1,2,7,40,4,East,Apartment,Semi-Furnished,1,1,1,1,0,0,1,1,1,1,30,0,1,23.0331,72.6502,8231056
Rajahmundry,Lala Cheruvu,1263,1515,1893,3,3,1,1,4,15,4,West,Apartment,Unfurnished,1,0,1,1,1,1,1,1,1,0,30,0,0,16.9859,81.8897,7806362
Vizianagaram,Kothavalasa,1348,1617,2021,3,2,2,1,3,7,16,East,Apartment,Semi-Furnished,0,0,1,0,0,0,1,1,1,1,60,0,1,18.0393,83.3465,5356830
Guntur,Gorantla,745,894,1117,2,3,1,1,12,15,16,South,Builder Floor,Unfurnished,1,0,1,0,1,0,1,1,1,0,40,0,0,16.2802,80.4899,4055430
Eluru,Sanivarapupeta,1337,1604,2005,3,3,0,2,1,1,15,West,Villa,Semi-Furnished,1,0,1,0,0,0,0,1,1,1,60,0,0,16.6134,81.0079,6726068
Kurnool,Joharapuram,711,853,1066,2,2,1,0,8,10,4,East,Apartment,Semi-Furnished,0,0,1,0,0,1,1,1,1,1,30,0,1,15.8069,77.9946,3884039
Kakinada,Pithapuram Road,1138,1365,1706,3,3,1,1,2,7,9,South,Apartment,Unfurnished,0,0,1,0,0,1,1,1,1,0,30,1,0,17.0991,82.2543,5417253
Kakinada,NFCL Road,531,637,796,1,2,2,1,5,15,5,East,Apartment,Unfurnished,0,1,0,0,1,0,0,1,1,0,40,0,1,16.9376,82.2889,2842616
Hyderabad,Secunderabad,1367,1640,2050,3,4,1,1,3,10,15,West,Builder Floor,Unfurnished,1,1,1,0,0,0,0,1,1,1,20,0,0,17.3603,78.4959,10632859
Vizianagaram,Kothavalasa,849,1018,1272,2,1,1,1,1,2,13,South,Villa,Unfurnished,1,0,0,1,0,1,1,1,1,1,30,0,0,18.0886,83.3286,4066130
Nellore,Dargamitta,461,553,691,1,1,0,0,1,15,12,East,Apartment,Fully Furnished,0,0,1,1,1,0,1,1,1,1,30,1,1,14.4415,79.9838,3855735
Kolkata,Tollygunge,441,529,661,1,1,1,1,2,3,14,West,Villa,Semi-Furnished,0,0,1,1,0,1,1,1,1,1,40,0,0,22.6005,88.4322,5595000
Kurnool,Nandyal Road,1144,1372,1715,3,3,3,0,3,4,17,North,Apartment,Unfurnished,1,0,1,0,0,0,1,1,1,0,60,0,0,15.8751,78.0167,6350652
Eluru,RR Peta,451,541,676,1,1,0,2,10,15,0,South,Apartment,Semi-Furnished,0,0,1,1,0,1,0,1,1,1,40,1,0,16.7311,81.237,4092580
Mumbai,Bandra,517,620,775,1,1,1,0,4,7,13,North,Apartment,Unfurnished,1,1,0,0,0,1,1,1,1,0,30,1,0,19.0733,72.8949,35703457
Vizianagaram,Phool Baugh,317,380,475,1,1,1,1,13,20,25,West,Apartment,Fully Furnished,1,1,0,1,1,0,1,1,1,1,40,0,0,18.1382,83.3467,1856990
Pune,Kothrud,804,964,1205,2,3,1,0,11,40,1,North,Penthouse,Fully Furnished,1,0,1,0,1,1,1,1,0,1,30,1,0,18.5751,73.9003,16548412
Lucknow,Aliganj,439,526,657,1,2,1,1,3,7,2,West,Apartment,Unfurnished,1,1,1,0,0,1,1,1,1,1,60,0,0,26.8688,80.9646,3986648
Mumbai,Andheri,851,1021,1276,2,2,2,1,7,7,16,West,Apartment,Unfurnished,1,0,0,0,0,0,1,1,1,1,30,1,0,19.1229,72.8639,36929107
Guntur,Lakshmipuram,350,420,525,1,1,3,1,4,4,20,West,Apartment,Semi-Furnished,1,1,1,0,0,0,1,1,1,1,40,0,0,16.3998,80.4252,3096901
Rajahmundry,Ramanayyapeta,452,542,677,1,1,1,2,4,15,19,West,Apartment,Unfurnished,1,1,0,0,1,1,1,1,1,1,30,0,0,17.0503,81.9139,1983511
Ahmedabad,Satellite,834,1000,1250,2,3,1,1,3,10,25,South,Penthouse,Fully Furnished,1,1,1,1,1,1,1,1,0,1,30,0,0,23.0306,72.6297,13911166
Mumbai,Thane,1357,1628,2035,3,3,0,2,1,1,9,West,Villa,Unfurnished,1,0,1,1,0,1,0,1,1,1,30,0,0,19.1234,72.8813,46509038
Rajahmundry,Lala Cheruvu,1238,1485,1856,3,3,1,0,2,4,5,South,Apartment,Semi-Furnished,0,1,1,0,0,1,0,1,1,1,40,0,0,16.9114,81.8226,7966735
Tirupati,TUDA Layout,516,619,773,1,1,1,2,9,10,2,South,Builder Floor,Semi-Furnished,1,1,1,0,1,0,1,1,1,1,30,0,0,13.5344,79.4593,5202992
Vijayawada,Benz Circle,877,1052,1315,2,2,2,1,14,20,19,West,Builder Floor,Semi-Furnished,1,0,1,0,0,1,1,1,1,1,40,0,0,16.4885,80.571,13952791
Ahmedabad,SG Highway,939,1126,1407,2,2,1,0,7,10,14,West,Apartment,Unfurnished,1,1,1,0,0,0,1,1,1,1,80,0,0,22.9345,72.5684,7507510
Bangalore,Jayanagar,2187,2624,3280,5,5,0,2,3,7,15,West,Apartment,Semi-Furnished,1,1,1,0,0,1,1,1,1,0,30,0,0,12.9332,77.5719,41167444
Hyderabad,Secunderabad,1129,1354,1692,3,4,2,1,5,10,16,South,Apartment,Fully Furnished,1,1,1,0,1,0,1,1,1,1,60,0,0,17.3465,78.519,10850664
Bangalore,Jayanagar,710,852,1065,2,2,3,1,3,4,6,North,Apartment,Semi-Furnished,1,0,1,0,0,0,0,1,1,0,30,1,0,12.9422,77.5874,13270863
Hyderabad,Gachibowli,1536,1843,2303,4,5,1,0,15,15,1,North,Apartment,Semi-Furnished,1,1,1,1,1,0,1,1,1,0,30,1,0,17.4447,78.5503,24481656
Guntur,Lakshmipuram,579,694,867,1,1,1,0,5,10,18,West,Apartment,Semi-Furnished,1,1,1,0,1,0,1,1,1,0,40,1,0,16.3047,80.3565,5395115
Ahmedabad,Ghatlodia,1218,1461,1826,3,4,2,1,9,10,20,South,Apartment,Semi-Furnished,1,1,1,0,1,0,1,1,1,1,20,0,0,23.0026,72.5424,7059203
Kurnool,Nandyal Road,856,1027,1283,2,2,0,1,18,40,2,North,Apartment,Semi-Furnished,1,1,1,0,0,1,1,1,1,0,20,1,0,15.8796,77.9995,6745084
Mumbai,Andheri,573,687,858,1,1,3,1,5,15,9,North,Apartment,Semi-Furnished,1,0,1,0,1,1,1,1,0,1,40,0,0,19.036,72.9542,30733661
Visakhapatnam,Seethammadhara,762,914,1142,2,2,0,1,3,4,9,West,Builder Floor,Semi-Furnished,1,1,1,0,0,0,1,1,1,0,30,0,0,17.5842,83.2815,12146607
Vijayawada,Benz Circle,545,654,817,1,1,2,1,10,15,14,West,Apartment,Semi-Furnished,0,0,1,1,1,1,0,1,1,0,30,0,0,16.5477,80.7366,8975427
Nellore,Vedayapalem,868,1041,1301,2,2,1,0,4,15,5,North,Apartment,Semi-Furnished,1,0,1,0,1,0,1,1,1,0,30,0,0,14.4942,79.9219,5743975
Kolkata,Alipore,492,590,737,1,1,2,1,5,7,0,East,Penthouse,Semi-Furnished,1,1,1,0,0,0,0,1,1,0,30,0,1,22.6336,88.3928,16251288
Tirupati,Alipiri,1305,1566,1957,3,3,0,2,9,30,5,East,Apartment,Unfurnished,1,1,1,0,1,1,1,1,1,1,30,1,1,13.5682,79.4946,16611960
Lucknow,Charbagh,813,975,1218,2,1,3,1,1,1,5,East,Villa,Semi-Furnished,1,0,1,1,0,1,1,1,1,1,40,0,1,26.8131,80.9098,7246817
Kadapa,Ravindra Nagar,1697,2036,2545,4,4,3,1,30,30,23,North,Apartment,Fully Furnished,0,1,1,1,1,0,0,1,1,0,40,0,0,14.5477,78.9096,9304904
Kadapa,RIMS Area,1537,1844,2305,4,4,2,0,12,30,6,South,Apartment,Unfurnished,1,0,0,0,1,1,1,1,1,1,30,0,0,14.3882,78.7531,11207437
Delhi,Rohini,1175,1410,1762,3,3,0,0,15,40,13,South,Apartment,Unfurnished,0,1,1,0,1,1,1,1,1,1,40,0,0,28.6638,77.2164,17142471
Eluru,Powerpet,1267,1520,1900,3,3,2,0,1,4,8,West,Apartment,Unfurnished,1,0,1,0,0,1,1,1,1,0,30,0,0,16.762,81.1158,7187637
Kakinada,NFCL Road,1572,1886,2357,4,4,3,0,6,15,0,North,Apartment,Semi-Furnished,0,0,1,0,1,1,0,1,1,1,40,1,0,16.9651,82.1866,9941010
Chennai,Velachery,945,1134,1417,2,2,1,0,1,7,7,South,Apartment,Unfurnished,1,1,1,0,0,0,0,0,1,0,30,0,0,13.098,80.3012,12926246
Delhi,Connaught Place,335,402,502,1,1,1,2,3,4,20,West,Apartment,Fully Furnished,0,0,1,0,0,1,0,1,0,0,20,0,0,28.6444,77.1611,12131610
Kolkata,Rajarhat,381,457,571,1,2,2,1,28,30,22,South,Apartment,Semi-Furnished,1,0,1,1,0,1,0,1,1,1,60,0,0,22.641,88.3971,2791451
Vizianagaram,Balaji Nagar,584,700,875,1,1,1,1,13,30,23,West,Apartment,Semi-Furnished,0,1,1,1,0,1,1,1,1,1,40,0,0,18.1004,83.3667,3271862
Lucknow,Gomti Nagar,1379,1654,2067,3,3,1,0,4,7,0,West,Apartment,Semi-Furnished,1,1,1,0,0,1,1,1,1,0,40,0,0,26.8902,80.936,17000701
Kakinada,Ramaraopeta,491,589,736,1,1,0,2,3,20,11,North,Apartment,Semi-Furnished,1,0,1,1,1,0,1,1,1,1,30,0,0,17.0233,82.2955,3911345
Pune,Wakad,1286,1543,1928,3,3,1,2,8,10,20,West,Apartment,Semi-Furnished,1,0,1,0,1,0,0,1,1,1,30,0,0,18.4992,73.8668,9108431
Mumbai,Andheri,765,918,1147,2,1,2,2,6,40,10,South,Apartment,Unfurnished,0,1,1,1,0,0,1,1,1,0,30,0,0,19.1024,72.8201,34467107
Kurnool,C-Camp,1174,1408,1760,3,3,1,0,7,7,10,East,Apartment,Unfurnished,1,1,1,0,0,1,1,1,1,1,20,0,1,15.8528,78.1057,9222523
Eluru,Eluru Bypass,1390,1668,2085,3,3,3,1,5,7,0,South,Apartment,Semi-Furnished,0,1,1,0,0,0,0,1,1,0,80,0,0,16.6789,81.096,7653208
Kakinada,NFCL Road,1625,1950,2437,4,4,1,1,1,7,6,North,Builder Floor,Semi-Furnished,1,1,0,0,0,0,1,1,1,1,30,0,0,16.9528,82.3211,8961959
Pune,Kothrud,982,1178,1472,2,2,1,1,7,30,20,East,Apartment,Semi-Furnished,1,1,1,0,0,1,1,1,1,0,40,0,1,18.4666,73.816,12424943
Nellore,Dargamitta,1338,1605,2006,3,3,2,2,8,30,10,East,Apartment,Fully Furnished,1,0,1,0,0,1,0,0,1,1,40,0,1,14.4756,80.0432,10920686
Hyderabad,Gachibowli,949,1138,1422,2,2,0,1,10,10,16,East,Apartment,Semi-Furnished,1,1,1,0,0,1,0,1,1,0,20,1,1,17.3857,78.5143,10697334
Delhi,Dwarka,741,889,1111,2,2,2,1,7,7,18,North,Apartment,Semi-Furnished,1,1,0,0,0,0,1,1,1,0,40,0,0,28.6059,77.2108,12898307
Kadapa,RIMS Area,798,957,1196,2,1,2,0,12,40,5,West,Builder Floor,Semi-Furnished,0,1,1,0,1,0,0,1,1,1,40,0,0,14.5073,78.782,5720132
Eluru,Eluru Bypass,535,642,802,1,1,3,1,2,7,4,South,Apartment,Semi-Furnished,1,1,1,0,0,1,0,1,1,1,40,0,0,16.6331,81.1083,2918092
Delhi,Rohini,1524,1828,2285,4,3,0,0,17,20,14,South,Apartment,Unfurnished,1,1,1,0,0,1,0,0,1,1,30,0,0,28.5742,77.2029,20840909
Visakhapatnam,Seethammadhara,874,1048,1310,2,2,3,2,2,2,21,South,Villa,Semi-Furnished,0,0,1,0,0,1,1,1,1,1,40,0,0,17.7404,83.1822,14429112
Ahmedabad,Satellite,307,368,460,1,1,0,1,24,30,12,South,Apartment,Semi-Furnished,1,1,1,1,1,1,1,1,1,1,20,0,0,22.9904,72.5414,4180260
Mumbai,Andheri,1273,1527,1908,3,4,1,0,1,4,3,West,Apartment,Unfurnished,1,1,1,0,0,0,1,1,1,0,60,0,0,19.0761,72.8544,66222780
Ahmedabad,Ghatlodia,2008,2409,3011,5,5,1,2,2,4,16,South,Apartment,Semi-Furnished,1,1,1,0,0,0,0,1,1,1,60,0,0,22.991,72.5927,12182993
Eluru,RR Peta,514,616,770,1,2,1,2,14,15,0,East,Apartment,Semi-Furnished,1,0,1,0,0,1,0,0,1,0,30,0,1,16.6667,81.2017,3898011
Ahmedabad,Ghatlodia,508,609,761,1,1,2,0,1,10,4,North,Apartment,Unfurnished,1,1,1,0,0,0,1,1,1,1,20,0,0,23.0339,72.5137,3303044
Ahmedabad,Satellite,818,981,1226,2,2,3,2,9,20,20,South,Apartment,Semi-Furnished,1,1,1,0,1,1,0,1,1,0,30,0,0,22.9498,72.5231,8168940
Hyderabad,Jubilee Hills,1959,2350,2937,5,5,3,1,2,2,2,North,Villa,Fully Furnished,1,0,0,0,0,0,1,0,1,1,80,1,0,17.3826,78.4952,71757078
Kolkata,Salt Lake,961,1153,1441,2,3,2,1,5,15,3,South,Apartment,Semi-Furnished,1,1,1,1,1,1,1,1,1,0,30,0,0,22.6003,88.2947,18659691
Vijayawada,Gollapudi,384,460,575,1,1,1,1,2,7,24,South,Apartment,Semi-Furnished,1,1,1,0,0,0,1,1,1,0,30,0,0,16.4474,80.5947,2226752
Nellore,Vedayapalem,947,1136,1420,2,2,0,1,10,10,10,North,Apartment,Fully Furnished,1,1,1,0,1,1,1,1,1,0,30,0,0,14.435,79.9833,6728896
Rajahmundry,Morampudi,734,880,1100,2,2,1,1,3,4,13,West,Builder Floor,Fully Furnished,1,1,0,0,0,1,1,1,1,1,60,0,0,16.9413,81.8136,5033848
Tirupati,Alipiri,1231,1477,1846,3,3,1,0,3,4,23,North,Apartment,Unfurnished,1,0,0,0,0,0,1,1,1,0,20,0,0,13.61,79.3264,10652317
Rajahmundry,Ramanayyapeta,790,948,1185,2,3,1,1,8,20,17,South,Apartment,Semi-Furnished,1,1,1,1,0,0,1,1,1,0,30,0,0,16.959,81.8536,3966942
Nellore,Magunta Layout,1770,2124,2655,4,4,1,0,8,15,20,West,Apartment,Semi-Furnished,1,0,1,1,1,0,0,1,1,1,20,0,0,14.5163,79.9386,15973887
Guntur,Lakshmipuram,1385,1662,2077,3,2,0,2,20,20,6,North,Apartment,Semi-Furnished,1,0,1,0,1,1,1,1,1,1,30,0,0,16.3338,80.4895,15149442
Jaipur,Mansarovar,1951,2341,2926,5,5,1,1,3,20,8,East,Apartment,Semi-Furnished,1,1,1,0,0,0,1,1,1,1,30,0,1,26.8894,75.7792,14609759
Tirupati,Alipiri,895,1074,1342,2,1,1,1,5,30,24,North,Apartment,Fully Furnished,1,0,1,1,1,0,1,1,1,1,60,1,0,13.6094,79.4039,11217296
Tirupati,Korlagunta,1185,1422,1777,3,4,1,2,6,10,0,East,Apartment,Semi-Furnished,1,1,1,0,1,1,0,1,1,1,30,0,1,13.5902,79.5026,9296613
Chennai,Anna Nagar,702,842,1052,2,3,2,2,7,7,23,South,Apartment,Fully Furnished,1,0,1,0,0,1,1,1,0,0,60,0,0,13.1602,80.3628,11260078
Eluru,Powerpet,1255,1506,1882,3,4,0,1,20,30,7,East,Apartment,Semi-Furnished,1,1,0,0,1,1,1,1,1,1,40,0,1,16.7207,81.1215,7779527
Rajahmundry,Danavaipeta,558,669,836,1,2,0,0,5,7,5,North,Penthouse,Fully Furnished,1,1,1,1,0,1,1,1,1,1,30,0,0,17.0524,81.813,8148626
Kadapa,Yerramukkapalli,1168,1401,1751,3,3,1,1,1,4,18,North,Apartment,Fully Furnished,1,1,1,0,0,1,0,1,1,1,40,0,0,14.4298,78.7644,7289114
Eluru,Eluru Bypass,743,891,1113,2,2,0,1,1,4,19,North,Apartment,Unfurnished,1,0,1,0,0,0,1,1,1,0,60,0,0,16.6301,81.1196,3153023
Tirupati,Renigunta Road,920,1104,1380,2,2,1,0,3,10,6,North,Apartment,Unfurnished,1,1,1,0,0,0,1,1,0,1,60,0,0,13.6251,79.3861,6847883
Bangalore,Koramangala,777,932,1165,2,3,0,0,5,15,24,North,Apartment,Fully Furnished,1,1,1,1,1,1,1,1,1,0,60,0,0,12.961,77.6525,15890080
Tirupati,Bairagipatteda,882,1058,1322,2,3,2,1,2,7,7,East,Apartment,Semi-Furnished,1,1,1,0,0,1,1,1,0,0,40,1,1,13.6756,79.4539,7899328
Pune,Baner,456,547,683,1,1,0,1,5,10,14,South,Apartment,Fully Furnished,1,1,1,0,0,1,1,1,1,1,30,0,0,18.5867,73.8891,4958389
Kakinada,Ramaraopeta,754,904,1130,2,2,1,0,5,15,18,East,Apartment,Unfurnished,1,1,1,0,1,0,1,1,1,0,40,1,1,16.9797,82.1957,5290371
Ahmedabad,Ghatlodia,1578,1893,2366,4,4,1,1,3,4,16,West,Apartment,Fully Furnished,0,0,1,0,0,1,1,1,0,0,30,0,0,23.0228,72.651,9731364
Kolkata,Salt Lake,482,578,722,1,1,2,0,7,7,2,East,Apartment,Semi-Furnished,1,1,1,0,0,0,1,1,1,1,60,0,1,22.5786,88.4016,8889651
Delhi,Connaught Place,1965,2358,2947,5,5,1,1,10,30,23,East,Apartment,Semi-Furnished,1,1,1,0,1,1,0,1,1,1,20,0,1,28.6089,77.186,76829326
Kurnool,Budhavarapeta,939,1126,1407,2,2,1,1,11,15,17,East,Apartment,Semi-Furnished,0,1,1,0,0,1,1,1,1,1,40,1,1,15.7704,78.0804,5506363
Vizianagaram,Kothavalasa,867,1040,1300,2,2,1,1,2,2,15,East,Villa,Unfurnished,1,0,1,0,0,1,1,1,1,1,40,0,1,18.0883,83.399,4131998
Eluru,Vatluru,1196,1435,1793,3,3,0,1,2,4,7,West,Apartment,Semi-Furnished,1,1,1,0,0,1,0,1,1,0,30,0,0,16.6377,81.1248,5148683
Visakhapatnam,Madhurawada,887,1064,1330,2,2,1,0,2,4,19,South,Apartment,Unfurnished,0,1,1,0,0,0,1,1,1,1,30,0,0,17.6568,83.2003,7413099
Delhi,Rohini,1128,1353,1691,3,3,1,0,2,2,12,West,Villa,Unfurnished,1,0,1,1,0,1,0,1,1,1,30,1,0,28.544,77.2733,21511937
Kurnool,Joharapuram,1199,1438,1797,3,3,2,0,2,10,16,South,Apartment,Fully Furnished,1,1,1,0,1,0,1,1,0,0,30,0,0,15.7249,77.9716,6034074
Chennai,Anna Nagar,1332,1598,1997,3,3,3,0,3,7,9,South,Apartment,Semi-Furnished,1,0,1,0,0,1,1,0,1,1,60,0,0,13.0323,80.243,26246100
Vijayawada,Moghalrajpuram,860,1032,1290,2,2,2,2,1,1,3,South,Villa,Fully Furnished,1,0,0,1,0,0,0,1,1,0,60,1,0,16.5015,80.6609,17714203
Delhi,Rohini,746,895,1118,2,1,0,0,7,10,19,East,Apartment,Semi-Furnished,1,1,1,0,1,0,1,1,1,0,40,0,1,28.5955,77.2151,10369858
Eluru,Vatluru,1344,1612,2015,3,4,2,0,2,10,6,West,Apartment,Unfurnished,1,1,1,0,1,1,1,1,1,0,30,1,0,16.6108,81.1124,5759834
Vizianagaram,Phool Baugh,2037,2444,3055,5,6,1,1,5,30,2,North,Apartment,Unfurnished,0,1,0,0,0,1,1,1,1,1,30,1,0,18.1544,83.351,11990729
Lucknow,Charbagh,940,1128,1410,2,2,2,1,11,20,10,West,Apartment,Semi-Furnished,1,1,1,0,1,1,1,1,1,1,30,0,0,26.8853,80.9293,6329776
Hyderabad,Gachibowli,910,1092,1365,2,1,2,1,7,10,11,West,Builder Floor,Semi-Furnished,1,0,1,0,1,0,1,1,0,1,40,0,0,17.3559,78.4297,11241995
Delhi,Dwarka,438,525,656,1,1,2,2,1,1,1,North,Villa,Semi-Furnished,1,0,1,0,0,1,0,1,1,0,20,0,0,28.6149,77.2025,11496107
Vijayawada,Gollapudi,962,1154,1442,2,1,0,1,1,1,0,South,Villa,Semi-Furnished,1,0,1,0,0,0,1,1,1,1,30,0,0,16.5126,80.7492,9518158
Pune,Kothrud,992,1190,1487,2,1,1,0,11,40,12,East,Builder Floor,Unfurnished,1,1,0,0,1,0,1,1,1,0,40,0,1,18.5278,73.7862,12494456
Lucknow,Charbagh,743,891,1113,2,1,2,1,7,7,4,South,Apartment,Semi-Furnished,1,1,1,0,0,0,0,1,1,0,20,0,0,26.8378,80.935,4962829
Tirupati,Alipiri,316,379,473,1,1,1,0,9,20,25,North,Builder Floor,Semi-Furnished,1,1,1,1,1,0,1,1,1,1,60,0,0,13.6389,79.4347,3727386
Vizianagaram,Balaji Nagar,718,861,1076,2,3,0,2,8,10,11,North,Penthouse,Semi-Furnished,1,1,0,0,1,1,0,1,0,1,30,1,0,18.1855,83.4489,5626118
Ahmedabad,Prahlad Nagar,762,914,1142,2,2,1,1,3,4,22,South,Apartment,Unfurnished,1,1,1,0,0,1,0,1,1,1,20,0,0,22.9905,72.567,6469510
Visakhapatnam,Gajuwaka,797,956,1195,2,2,3,1,3,4,17,West,Apartment,Fully Furnished,1,0,1,0,0,1,1,1,1,0,30,0,0,17.6052,83.2165,6318828
Delhi,South Delhi,803,963,1203,2,2,0,1,5,10,25,North,Apartment,Fully Furnished,1,1,1,0,1,1,0,1,1,0,40,0,0,28.6051,77.235,30213592
Kurnool,Kallur,1311,1573,1966,3,3,3,1,2,15,13,South,Apartment,Semi-Furnished,1,1,1,0,0,1,1,1,1,0,20,0,0,15.879,78.0524,6910409
Kurnool,Budhavarapeta,980,1176,1470,2,1,1,1,1,7,1,North,Apartment,Semi-Furnished,1,0,0,0,0,1,0,1,1,1,30,0,0,15.8788,78.0636,6516167
Tirupati,Bairagipatteda,405,486,607,1,1,2,2,29,30,13,South,Apartment,Fully Furnished,1,1,1,0,1,0,1,1,1,1,40,0,0,13.62,79.4424,3418503
Eluru,Eluru Bypass,739,886,1107,2,2,1,2,6,30,2,South,Builder Floor,Fully Furnished,0,1,1,0,0,1,1,1,1,1,30,1,0,16.7657,81.1173,4835391
Rajahmundry,Ramanayyapeta,482,578,722,1,1,1,1,4,7,16,East,Apartment,Semi-Furnished,0,0,1,0,0,0,0,1,1,0,30,0,1,17.091,81.8786,2091683
Nellore,Podalakur Road,832,998,1247,2,2,3,0,15,30,17,North,Builder Floor,Semi-Furnished,1,1,0,0,1,1,1,1,1,1,30,1,0,14.3352,80.013,4404721
Eluru,Eluru Bypass,575,690,862,1,1,2,0,19,20,11,South,Apartment,Unfurnished,0,1,1,1,0,1,1,1,1,1,40,0,0,16.7611,81.1585,2990878
Kolkata,Salt Lake,964,1156,1445,2,2,3,0,1,3,10,South,Villa,Semi-Furnished,1,0,1,1,0,1,0,1,1,0,40,0,0,22.6744,88.3219,18933855
Nellore,Vedayapalem,438,525,656,1,1,2,1,3,4,7,North,Apartment,Fully Furnished,0,0,0,0,0,0,0,1,0,0,30,0,0,14.4598,80.0804,2680599
Kakinada,Pithapuram Road,1137,1364,1705,3,3,1,0,6,7,22,East,Builder Floor,Semi-Furnished,1,1,1,0,0,1,0,1,1,0,20,0,1,16.9745,82.2514,4603292
Nellore,Vedayapalem,403,483,603,1,1,1,1,9,10,6,North,Builder Floor,Fully Furnished,1,0,0,0,0,0,0,1,1,0,60,0,0,14.499,79.9447,2704168
Vijayawada,Gollapudi,373,447,558,1,1,0,1,4,10,24,East,Builder Floor,Semi-Furnished,1,1,0,0,0,0,1,1,1,1,40,1,1,16.5761,80.6611,2375263
Kolkata,Rajarhat,1237,1484,1855,3,3,3,1,2,10,4,South,Apartment,Fully Furnished,1,0,1,0,1,1,1,1,1,1,20,0,0,22.6582,88.2943,12639521
Mumbai,Bandra,1303,1563,1953,3,3,0,1,3,3,6,East,Villa,Unfurnished,0,0,1,1,0,0,1,1,1,0,40,0,1,19.0398,72.8989,124617023
Pune,Kothrud,704,844,1055,2,3,3,1,1,1,8,West,Villa,Semi-Furnished,1,0,1,0,0,1,0,1,0,1,40,0,0,18.4555,73.7931,12243640
Nellore,Magunta Layout,524,628,785,1,1,3,2,3,20,0,South,Apartment,Semi-Furnished,1,0,1,1,1,1,1,1,0,1,20,0,0,14.4354,79.9509,6241780
Rajahmundry,Lala Cheruvu,937,1124,1405,2,1,1,0,13,40,4,West,Apartment,Unfurnished,1,1,1,0,0,1,1,1,1,1,40,0,0,16.9815,81.675,6126981
Kadapa,Ravindra Nagar,1120,1344,1680,3,3,3,1,10,10,17,South,Builder Floor,Unfurnished,1,1,1,0,1,1,1,1,1,1,20,0,0,14.5483,78.9416,6054677
Bangalore,Indiranagar,1942,2330,2912,5,5,1,2,2,10,9,North,Apartment,Semi-Furnished,1,1,1,0,0,1,1,1,1,1,40,1,0,12.99,77.6378,53951731
Kakinada,Ramaraopeta,831,997,1246,2,1,2,0,4,7,13,South,Apartment,Unfurnished,1,0,0,0,0,1,1,1,1,1,40,0,0,17.0147,82.3068,5764790
Chennai,Adyar,1383,1659,2073,3,2,0,1,4,4,13,South,Apartment,Semi-Furnished,1,1,0,0,0,1,1,1,1,1,30,0,0,13.1462,80.2707,29849477
Nellore,Podalakur Road,376,451,563,1,2,3,1,10,10,2,South,Apartment,Unfurnished,1,1,1,0,0,1,1,1,0,1,30,0,0,14.4279,79.876,2171384
Kolkata,Alipore,382,458,572,1,1,2,1,18,20,16,West,Apartment,Semi-Furnished,0,1,1,1,0,1,1,1,1,0,60,0,0,22.6233,88.3718,8525052
Anantapur,Kalyandurg Road,978,1173,1466,2,2,1,1,16,30,9,North,Apartment,Fully Furnished,0,0,1,0,0,1,0,1,1,0,30,0,0,14.7041,77.5967,4100590
Chennai,Anna Nagar,811,973,1216,2,2,1,2,5,30,12,East,Apartment,Semi-Furnished,1,0,1,0,0,1,0,0,1,1,40,0,1,13.0503,80.314,13585363
Mumbai,Bandra,1787,2144,2680,4,4,0,0,10,15,20,South,Builder Floor,Semi-Furnished,1,1,0,1,1,1,1,1,1,0,30,0,0,19.0648,72.876,118939895
Delhi,Dwarka,1332,1598,1997,3,3,2,0,5,20,17,South,Apartment,Semi-Furnished,1,1,0,0,0,1,0,1,1,1,60,0,0,28.5844,77.2255,22987775
Bangalore,Whitefield,915,1098,1372,2,2,2,1,1,4,23,West,Apartment,Fully Furnished,0,1,1,0,0,0,1,1,1,1,30,0,0,12.9586,77.6428,10552360
Tirupati,Renigunta Road,710,852,1065,2,1,1,0,7,10,16,East,Apartment,Fully Furnished,0,1,0,0,0,1,0,1,1,1,30,0,1,13.6367,79.3884,4763614
Guntur,Brodipet,1735,2082,2602,4,4,1,0,15,30,25,North,Apartment,Semi-Furnished,1,0,1,0,1,1,1,1,0,1,80,0,0,16.3769,80.4211,15648435
Rajahmundry,Lala Cheruvu,1611,1933,2416,4,3,2,0,20,30,24,East,Builder Floor,Unfurnished,1,0,1,0,0,1,0,1,1,1,30,0,1,17.0015,81.9308,7063024
Kurnool,Kallur,1251,1501,1876,3,2,0,1,1,4,11,East,Apartment,Semi-Furnished,0,1,1,0,0,0,0,1,1,1,80,0,1,15.7512,78.03,6679258
